ID,Título,Status do Museu,Localização,Geolocalização manual
83996,Museu de Arte Sacra Nossa Senhora do Rosário,Aberto,"-1.0556013886172648,-46.76530183689465",False
83997,Museu Histórico da Cidade (Rio de Janeiro),Aberto,"-22.9799141,-43.2418108",False
83998,Museu Pinacoteca de Igarassu,Aberto,"-7.832538338020045,-34.90461587905884",False
83999,Museu Integrado de Óbidos,Aberto,"-1.901429,-55.521291",False
84000,Museu de Rochas e Minerais - Universidade Federal Rural do Rio de Janeiro,Aberto,"-22.7766761164964,-43.6750316619873",False
84001,Museu de Arte de Cascavel - MAC,Aberto,"-24.957774,-53.459518",False
84002,Museu de Biologia - Universidade de Brasília - MBio/UnB,Aberto,"-15.7663596406138,-47.8647494316101",False
84003,Mostra de Ciências Morfológicas - Universidade Federal de Santa Maria,Aberto,"-29.716289936470424,-53.71707201004028",False
84004,Museu Histórico da Colonização de Pereira Barreto,Aberto,"-20.645842,-51.114681",False
84005,Museu de Solos de Pernambuco Professor Mateus Rosas Ribeiro - MUSSPE - Universidade Federal Rural de Pernambuco,Aberto,"-8.01382704379924,-34.9447060527382",False
88464,Memorial Abelardo da Hora,Aberto,"-7.121979264625779,-34.84302537921626",False
88595,Centro de Memória da Justiça Eleitoral de Goiás Desembargador Geraldo Crispim Borges (CM-JEG),Aberto,"-16.680444, -49.255260",True
88815,Museu Histórico do Vale - Museu de História Regional e Arte Sacra Padre Sebastião da Silva Pereira,Aberto,"-22.168930751781605,-43.584491032733936",False
90935,Museu Kwe Togbo Oni Ibon,Aberto,"-22.822671620002836,-43.422436785193135",False
90936,Museu de Solos da Amazônia - Universidade do Estado do Amazonas,Aberto,"-3.1254030878081807,-58.431077961353445",False
90938,Museu Oficina Antônio Rabelo,Aberto,"-5.1721937643395695,-39.279769030035574",False
90939,"Museu de Arte, Cultura, História Popular e Território",Aberto,"-14.26989627028,-42.25832453099157",False
90940,Centro de Memória Ciências Médicas-MG,Aberto,"-19.924243506362412,-43.92938711410713",False
90941,Centro Cultural Engenho Central de Pindaré Mirim-Ma,Aberto,"-3.605891, -45.341375",True
90942,Museu da Vacina,Aberto,"-23.56435769045088,-46.7208329916166",False
90943,Museu e Arquivo Histórico Coronel Américo Teixeira Guimarães,Aberto,"-19.524723, -44.453056",True
90944,Museu Capixaba do Computador,Aberto,"-20.315577226675167,-40.29412340944474",False
90945,Museu de Anatomia Veterinária - MUSV - Instituto Federal Sul de Minas,Aberto,"-21.351005334990496,-46.52361846510113",False
90946,Museu da Lava Jato (Virtual),Aberto,"-25.433730, -49.281654",True
90947,Museu do Bode Ioiô,Aberto,"-3.731955637420146,-38.525142294562784",False
90948,Museu do Congado - Clube Dançante Nossa Senhora do Rosário Congado do Ipaneminha,Aberto,"-19.393427064163532,-42.63483361753425",False
90949,Museu dos Capuchinhos do Amazonas e Roraima,Aberto,"-3.1292949969364336,-60.02257008665685",False
90951,Casa Museu Erico Veríssimo,Aberto,"-28.6452217,-53.604172",False
90952,Estação Biologia Marinha Augusto Ruschi,Aberto,"-19.9709690588822,-40.1402235031128",False
90953,Museu Municipal Zaira Elisabeth da Silva Logemann,Aberto,"-27.6305132,-54.3075704",False
90954,Museu Ferroviário de Itapetininga,Aberto,"-23.5832755017587,-48.0374128650874",False
90955,Museu de Bonecos Gigantes - Caldas Novas,Aberto,"-17.7499055,-48.6211876",False
90957,Hilda Hilst - Casa do Sol Viva,Aberto,"-22.796296,-47.024133",False
90958,Museu Histórico Municipal de Sapucaia do Sul,Aberto,"-29.8303877992157,-51.1435031890869",False
90960,Casa da Memória Leopoldo Ko Freitag,Aberto,"-27.432265,-51.7793865",False
90961,Centro de Memórias e Cultura Vargeonense,Aberto,"-26.8610218344336,-52.1506190299988",False
90962,Museu Municipal de Nova Erechim,Aberto,"-26.9044286882987,-52.904040813446",False
90963,Museu Arqueológico de Pitimbu,Aberto,"-7.49701521377873,-34.8497915267944",False
90964,Maria Fumaça Campinas,Aberto,"-22.8586776473956,-47.0298099517822",False
90965,Museu Frezza,Aberto,"-26.647890218174,-52.7978467941284",False
90966,Fundação Menino de Engenho,Fechado,"-7.2665485,-35.2607784",False
90967,Museu da Informática e do Vídeo Game,Aberto,"-27.2796680479334,-48.8511371612549",False
90968,Casarão José Rufino,Aberto,"-6.968619,-35.7034629",False
90969,Mananciais da Serra,Aberto,"-25.5080328721392,-49.0253949165344",False
90970,Memorial do Rio Iguaçu,Aberto,"-25.5029464,-49.2048702",False
90971,Museu Sagrada Família,Aberto,"-23.6144501,-46.5718311",False
90972,Museu Municipal Ferroviário Silvestre Ernesto da Silva,Aberto,"-26.8971684,-49.2353182",False
90973,Centro de Memória de Itaguaí,Aberto,"-22.8744366,-43.7884272",False
90974,Cantina Ronconi,Aberto,"-28.6652673798695,-49.4824004173279",False
90975,Ecomuseu Caceribú,Aberto,"-22.7331914,-42.718921",False
90976,Museu Comunitário Casa Schmitt-Presser,Aberto,"-29.6733693,-51.10949",False
90977,Fundação Ernesto Frederico Scheffel,Aberto,"-29.6733693,-51.10949",False
90978,Mina de Visitação Octávio Fontana,Aberto,"-28.6512569,-49.36573",False
90979,Museu das Remoções,Aberto,"-22.9740402,-43.4019879",False
90980,Pinacoteca Municipal de São Caetano do Sul,Aberto,"-23.6270055,-46.5668061",False
90981,Palácio Paranaguá,Aberto,"-14.7982644465184,-39.0341234207153",False
90982,Museu Cultural Francisca Dantas de Morais,Aberto,"-6.4058096548021,-38.3229732513428",False
90983,Museu Histórico e Geográfico Augusto Casagrande,Aberto,"-28.6822692,-49.3659241",False
90984,Museu Cultural de Major Sales,Aberto,"-6.40537784962288,-38.3234024047852",False
90985,Museu de Música Sacra e Arte Religiosa Padre Jesuíno do Monte Carmelo,Aberto,"-23.2709776,-47.2899047",False
90986,Museu do Imigrante de Demétrio Ribeiro,Aberto,"-19.7356431841093,-40.4198233410716",False
90987,Museu Italiano - Casa da Cultura Angélica Pandolfi,Aberto,"-19.6794950340773,-40.2617812156677",False
90988,Museu do Estado de Pernambuco - MEPE,Aberto,"-8.0447305,-34.901814",False
90989,Museu Histórico de Iúna,Aberto,"-19.3124393749943,-39.9036473035812",False
90990,Palácio Anchieta,Aberto,"-20.3211059163451,-40.3395223617554",False
90991,Fundação Casa da Cultura Padre Antônio Mendes,Aberto,"-20.8744271,-42.9782435",False
90993,Museu Municipal Visconde de Mauá,Aberto,"-32.2351377810771,-53.0852615833282",False
90994,Museu do RPG (Itinerante e Virtual),Aberto,"-19.9205353,-43.9531645",False
90995,Museu Nosso Quixará (Associação Cultural Curumins do Sertão),Aberto,"-6.92774751156728,-39.5734620094299",False
90996,Museu Municipal (Quinze de Novembro),Aberto,"-28.738829,-53.0960104",False
90997,MIAU - Museu da Imprensa Automotiva,Aberto,"-23.5301383596952,-46.6937291622162",False
90998,Memorial da Educação Superior de Sobral - MESS - Universidade Estadual do Vale do Acaraú,Aberto,"-3.68399968336917,-40.3421723842621",False
90999,Museu do Voto - Tribunal Superior Eleitoral,Aberto,"-15.809927271328,-47.8713369369507",False
91000,Museu Bi Moreira da Universidade Federal de Lavras,Fechado,"-21.232712236192,-44.9935412406921",False
91001,Casa Suçuapara,Aberto,"-10.2080801556419,-48.3240938186646",False
91003,Museu Casa Vitor,Aberto,"-10.31605927142,-48.1601786613464",False
91004,Centro Cultural Martha Watts,Aberto,"-22.728223,-47.651117",False
91005,Casa da Memória Arthur Dalmasso,Aberto,"-22.4122435344167,-42.9654049873352",False
91006,Museu de Esportes | SJC,Fechado,"-23.17949622392611,-45.85932078576559",False
91007,Galeria de Arte La Salle (Memorial La Salle),Aberto,"-22.8964675450329,-43.1064462661743",False
91008,Museu Histórico Municipal Família Pires,Aberto,"-23.7084589,-46.4140989",False
91009,Sala Cultural Vida de Caminhoneiro,Aberto,"-28.963509897248393,-51.07148368963848",False
91010,Casa da Cultura José Gonçalves de Minas,Aberto,"-16.906654, -42.607500",True
91011,"Museu Comunitário, Histórico e Cultural das Famílias de Baixa Grande",Aberto,"-6.931024939881456,-38.641938546586154",False
91012,Museu do Boi - O Primeiro de Pernambuco,Aberto,"-8.41856146262657,-37.04322022403885",False
91013,Museu Histórico de Canudos,Aberto,"-9.899688108535177,-39.14354263244072",False
112442,Museu Mano Eloy,Aberto,"-22.91285960401818,-43.20250283202303",False
113060,Museu de Arte a Céu Aberto - Virtual,Aberto,"-15.792253570362446,-47.85457593692789",False
113624,Palácio dos Leões,Aberto,"-2.5274515816283705,-44.306681156158454",False
113966,Museu Afrodigital do Maranhão - Universidade Federal do Maranhão,Aberto,"-2.545570, -44.301910",True
114309,Museu de Biologia do Caparaó - Instituto Federal do Espírito Santo - IFES,Aberto,"-20.762829878801718,-41.451623784656704",False
115634,Museu Cenas de Ponta Grossa - Virtual,Aberto,"2.135138, -61.363192",True
117440,Museu da Cultura Hip Hop RS,Aberto,"-30.024418, -51.150385",True
117873,Ponto de Memória Museu Virtual Profª Noêmia Lourenço da Silva,Aberto,"-14.830978332989678,-40.872405588444686",False
118297,Museu Histórico Clóvis Benedito Barbosa,Aberto,"-19.557202031700292,-50.01605559499618",False
118708,Museu Memorial Gibanauê,Aberto,"-22.687719, -43.581520",True
118972,Memorial Cristóvão Lopes dos Anjos- Àse Olorokè Ilé Ògún Anaeji Ìgbele Ni Oman -,Aberto,"-23.079731762449878,-43.068587465898105",False
119484,Museu do Sistema Campo Limpo,Aberto,"-21.344325027432205,-48.229235943207364",False
126800,Herbário da Escola Superior de Agricultura - Luiz de Queiroz (ESA),Aberto,"-22.7112275,-47.6448047",True
127321,Museu Numismático NUMIS,Aberto,"-30.0715166,-51.231772",False
127557,Museu Sinval Boaventura,Aberto,"-19.19128165098941,-46.24517236496548",False
127757,Museu do Pescador,Aberto,"-5.080414492304177,-36.46777285341386",False
127865,Museu Alto da Caixa D'água - Museu de Salviana,Aberto,"-11.59012465924812,-39.19148432504784",False
128054,Museu A Tenda da Resistência,Aberto,"-5.084475158586069,-36.4495286153433",False
128770,CEFET-MG Memória - Centro Federal de Educação Tecnológica de Minas Gerais (Virtual),Aberto,"-19.930413075794004,-43.97845124654421",False
128950,Centro de Memória da Hanseníase Luiz Verganin - Museu da Hanseníase,Aberto,"-20.04041003730454,-44.22099529907015",False
130034,Museu Dona Guita,Aberto,"-23.389089752156956,-48.72273893291283",False
131101,Espaço InterCiências na Universidade Federal de Itajubá,Aberto,"-22.4150856,-45.4509807",False
131349,Museu do Município de Santos Dumont - Abaquar,Aberto,"-21.463865,-43.550297",True
132070,Museu e Casa de Cultura Sempre Viva,Aberto,"-18.44511589715321,-43.6589678649103",False
132606,Museu do Depois do Amanhã (MUDDA),Aberto,"-16.670003112887382,-49.22818940859325",False
133434,Museu Internacional do Esporte,Aberto,"-3.0831239100820533,-60.02809603131767",False
134357,Casa Claudionor Rosa,Aberto,"-22.46948,-44.44924",False
134473,Centro de Memória de Italva Paulo Satiro Siqueira,Aberto,"-21.427781,-41.69376",False
134755,Herbário Padre José Maria de Albuquerque  - HATM - Universidade Federal do Pará,Aberto,"-3.2132535736364116,-52.21256834921712",False
134883,Museu Público Municipal Memorial do Tropeiro e Ferreiro,Aberto,"-18.243783087443454,-43.59653850291162",False
135146,"Instituto Histórico, Arqueológico e Geográfico de Goiana – IHAGGO",Aberto,"-7.562318342444984,-34.99769462410841",False
135264,Herbário Prisco Bezerra (EAC) - Universidade Federal do Ceará,Aberto,"-3.7423372689687344,-38.57434277310871",False
135383,Casa Zuzu Angel - Museu da Moda,Aberto,"-22.94469040055971,-43.25774620884232",False
135709,Museu Histórico Municipal de Nova Palma,Aberto,"-29.472458206975855,-53.47049607602117",False
135844,Museu de Anatomia - Universidade Estadual Paulista - Araraquara,Aberto,"-21.793096440117136,-48.18200407975812",False
136166,Museu de Anatomia da Universidade Federal de Ciências da Saúde de Porto Alegre (MAUPoa),Aberto,"-30.031099684903175,-51.220791862502246",False
136323,Museu Universitário da Faculdade de Ciências e Tecnologia da Universidade Estadual Paulista (FTC/UNESP),Aberto,"-22.119410, -51.404349",True
136545,Museu de Anatomia Patológica Carlos Tokarnia - Universidade Federal Rural do Rio de Janeiro,Aberto,"-22.785540, -43.688645",True
136641,Herbário Professora Normélia Vasconcelos - HF - Universidade Federal do Pará (UFPA),Aberto,"-1.469151, -48.458583",True
136741,Centro Cultural Velha Serpa (CCVS),Aberto,"-14.4086569,-51.31668",False
137075,Museu Ferroviário da Alta Paulista - UNESP,Aberto,"-21.94165358788819,-50.51574230517502",False
137209,Museu Shunji Nishimura,Aberto,"-22.108720, -50.195276",True
137332,Museu de Popularização da Ciência da Universidade Federal do Espírito Santo -MUSEUPOP - UFES,Aberto,"-20.274061695659533,-40.304840139980406",False
137670,Museu Diários do Isolamento - MuDI - Universidade Federal de Pelotas,Aberto,"-31.770604, -52.337126",True
137882,Espaço Acervo Artístico da Universidade Federal de Minas Gerais - UFMG,Aberto,"-19.866689188700654,-43.96571040895181",False
138120,Herbário do Tocantis - HTO - Universidade Federal do Tocantins (UFT),Aberto,"-10.701979, -48.411095",True
138572,Museu dos Povos Acreanos,Aberto,"-9.975816556075355,-67.80719074772372",False
138651,Centro de Memória Renascença Clube,Aberto,"-22.919890, -43.250711",True
138752,Herbário do Marajó Breves,Aberto,"-0.734386, -48.512772",True
138881,Museu Virtual de História do Piauí- MHP - Universidade Federal do Piauí (Virtual),Aberto,"-5.087461, -42.804957",True
138995,Discoteca L. C. Vinholes – Universidade Federal de Pelotas - UFPEL,Aberto,"-31.780264727581244,-52.34004636241478",False
139033,Museu Sincorá,Aberto,"-12.561523975379405,-41.39076744954508",False
139316,Pinacoteca Municipal Doutor Constâncio Cintra,Aberto,"-22.705160847573993,-46.76948282038064",False
139480,MUSEU MUNICIPAL ANDREAS THALER,Aberto,"-26.999679, -51.407307",True
139596,Coleção de Paleontologia da Universidade Federal do Tocantins - UFT,Aberto,"-14.4086569,-48.39499983431842",False
139615,Centro Digital de documentação e pesquisa Memórias do Sul da Bahia (Museu Virtual) - Universidade Federal do Sul da Bahia,Aberto,"-16.443473, -39.064251",True
139993,Espaço Cultural José Carlos Barcellos,Aberto,"-22.128164, -41.494149",True
140093,Museu do Dinheiro - Universidade Federal do Rio de Janeiro - Macaé,Aberto,"-22.908078, -43.179027",True
140191,Herbário Professor Vasconcelos Sobrinho - Universidade Federal Rural de Pernambuco - UFRPE,Aberto,"-14.4086569,-34.951250",False
140308,Museu da Genética/Acervo Francisco Mauro Salzano,Aberto,"-30.073425585316645,-51.12335999325264",False
140412,Coleção de Macrofósseis -  Universidade Federal do Rio de Janeiro,Aberto,"-22.857548777673344,-43.23287054907715",False
140423,"Museu Vivo, O Museu Metropolitano do Vale do Aço",Aberto,"-19.439532, -42.566512",True
140621,Museu Game Ciência - Universidade Federal do Maranhão,Aberto,"-4.232828198351581,-44.826220646464996",False
140633,CEMIC - Centro de Memória e Integração Cultural Bertha Moraes Nérici,Aberto,"-23.445868, -46.913899",True
140748,Museu e Arquivo Histórico da Escola de Engenharia Flávio Luís César de Lima (MAHEE) - Universidade Federal do Rio Grande do Sul - UFRGS,Aberto,"-30.036581, -51.209578",True
140849,Acervo Especial LGBT+ “Cintura Fina”,Aberto,"-19.872256672815084,-43.96477694572266",False
141016,Núcleo de Pesquisa e Documentação sobre o Oeste do Paraná (CEPEDAL),Aberto,"-24.553693, -54.063744",True
141121,Museu Virtual Professor Josué de Castro,Aberto,"-22.843633, -43.234808",True
141215,Memorial do Juventude,Aberto,"-29.162141615909388,-51.176589511649",False
141308,"Centro De Memória, Documentação Histórica e Arquivo Elfredo Távora da Universidade Federal do Amapá (CEMEDHARQ/UNIFAP)",Aberto,"0.008377, -51.064751",True
141517,Centro de Memória Professora Maria Helena Siqueira - Faculdade de Educação Física da Universidade de Brasília,Aberto,"-15.757996, -47.871354",True
141702,Coleção Zoológica do Maranhão (CZMA) - Universidade Estadual do Maranhão (UEMA),Aberto,"-4.865095150105575,-43.35578572698939",False
141906,Herbário Delta do Parnaíba - HDELTA - Universidade Federal do Delta do Parnaíba,Aberto,"-2.908149, -41.754514",True
142052,Museu do Trabalho e dos Direitos Humanos,Aberto,"-22.561746, -44.166344",True
142244,Museu Imigrante Holandês -MIH,Aberto,"-24.156540227964914,-49.8317001423298",False
142564,Herbário Rosa Mochel (SLUI) - Universidade Estadual do Maranhão,Aberto,"-5.558945, -47.324698",True
142929,"Museu Histórico, Artístico e Científico do DER-DF (MuDER)",Aberto,"-15.689261,-47.851675",False
143166,Memorial do Ministério Público do Estado do Ceará,Aberto,"-3.810333666002717,-38.488356482997226",False
143475,Exposição História da Engenharia e Tecnologia Espacial Brasileira,Aberto,"-23.198020, -45.864967",True
143607,Museu de Enfermagem da Universidade Federal do Piauí,Aberto,"-14.4086569,-51.31668",False
143724,Museu de Ciências Naturais da Universidade Estadual de Ponta Grossa,Aberto,"-25.091327781089117,-50.10346147763205",False
143741,Coleção de Microrganismos Professor Gilson Soares da Silva- MGSS - Universidade Estadual do Maranhão,Aberto,"-14.4086569,-51.31668",False
144037,Herbário Professor Francisco José de Abreu Matos (HUVA),Aberto,"-3.6768315416313775,-40.34122289258992",False
144147,Museu Escolar de Londrina - MEL,Aberto,"-23.326101463208698,-51.20358466562779",False
144246,Memorial das Ligas e Lutas Camponesas - MLLC,Aberto,"-7.1593831325541615,-35.226670324699995",False
